,uniprot1,uniprot2,symbol1,symbol2,methods,pids,ndb,dbs,exp,go1,go2
308,P78527,Q5S007,PRKDC,LRRK2,"affinity chromatography technology, anti tag coimmunoprecipitation","17400507, 19826009",2,"biogrid, intact",exp,"GO:0048639, GO:0018105, GO:0033152, GO:0033153, GO:0016233, GO:0019899, GO:0000784, GO:0032869, GO:0007420, GO:0043065, GO:0006303, GO:0006302, GO:0005730, GO:0031648, GO:0005634, GO:0016020, GO:2001229, GO:0005654, GO:0048511, GO:0004677, GO:0043066, GO:0002360, GO:0048538, GO:0048146, GO:0048536, GO:0045944, GO:0003690, GO:0010332, GO:0005524, GO:0002326, GO:0006468, GO:0016301, GO:0005667, GO:0033077, GO:0008283, GO:0035234, GO:0045087, GO:0004672, GO:0008134, GO:0006464, GO:0006974, GO:0032481, GO:0005958, GO:0019904, GO:0016567, GO:0007507, GO:0032991, GO:0006281, GO:0001756, GO:0002638, GO:0004674, GO:0014823, GO:0008630, GO:0032993, GO:0072431, GO:0005829, GO:0042752, GO:0097681, GO:0002218, GO:0002328, GO:0003723, GO:0005515, GO:0048660, GO:0001933, GO:0070419, GO:2000773","GO:0032436, GO:0005783, GO:0030426, GO:0030425, GO:0030424, GO:0034211, GO:0044325, GO:0007005, GO:0060159, GO:0035640, GO:0043204, GO:0000165, GO:1903206, GO:0005794, GO:0046039, GO:0032839, GO:1902499, GO:0003924, GO:0005798, GO:0031966, GO:0007528, GO:0007283, GO:0010977, GO:0097487, GO:0036479, GO:0022028, GO:0035564, GO:0070585, GO:0043231, GO:0071287, GO:0005829, GO:1902823, GO:0016242, GO:0004708, GO:0060828, GO:0005802, GO:0042391, GO:0090263, GO:0015631, GO:0061001, GO:1902236, GO:0035556, GO:0051770, GO:0032091, GO:0032092, GO:0043547, GO:0070997, GO:0000149, GO:0044753, GO:0003779, GO:0035641, GO:0030054, GO:0021756, GO:0017075, GO:0043025, GO:0005524, GO:0005525, GO:0048312, GO:1904887, GO:0008017, GO:0016301, GO:0099400, GO:0034260, GO:0060161, GO:0060070, GO:0030276, GO:0009267, GO:0060079, GO:1901214, GO:1901215, GO:0030672, GO:0010738, GO:0048812, GO:0051966, GO:2000300, GO:0000187, GO:0043005, GO:0030159, GO:1904713, GO:0016310, GO:0043406, GO:0005902, GO:0018105, GO:0007040, GO:0044754, GO:0046777, GO:0005737, GO:0140058, GO:0031410, GO:0005634, GO:0005739, GO:2000172, GO:1903980, GO:0042802, GO:0033160, GO:0051018, GO:0031398, GO:1904469, GO:0072593, GO:0016234, GO:0021772, GO:0006897, GO:1903125, GO:0006979, GO:0000186, GO:1990909, GO:0007030, GO:1901727, GO:1990904, GO:1902902, GO:0005622, GO:0005743, GO:0005741, GO:0051900, GO:0005515, GO:0042803, GO:0032473, GO:1903351, GO:0018107, GO:0035751, GO:0017048, GO:0039706, GO:0005615, GO:1900244, GO:0019722, GO:0004674, GO:0010508, GO:1902692, GO:0004672, GO:0005759, GO:0010506, GO:0043068, GO:1902803, GO:0006468, GO:0005096, GO:0006914, GO:0034613, GO:0014041, GO:0005886, GO:0051646, GO:0008340, GO:0034599, GO:0010955, GO:0070062, GO:1905289, GO:0040012, GO:0043195, GO:0090394, GO:0045121, GO:0001934, GO:0005764, GO:0098794, GO:1903215, GO:1903217, GO:1905279, GO:0001933, GO:0005768, GO:0090140"
309,P38398,Q5H9R7,BRCA1,PPP6R3,affinity chromatography technology,"22990118, 26831064",2,biogrid,exp,"GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893","GO:0048208, GO:0043666, GO:0005829, GO:0000139, GO:0005654, GO:0019903, GO:0005515, GO:0005886"
310,P51587,Q9UBK7,BRCA2,RABL2A,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0045931, GO:0008022, GO:0033593, GO:0008585, GO:0000784, GO:0035264, GO:0010225, GO:0010485, GO:0007141, GO:0000722, GO:0032355, GO:0006302, GO:0000724, GO:0005813, GO:0005634, GO:0010332, GO:0004402, GO:0000281, GO:0000800, GO:0001556, GO:0005654, GO:1990426, GO:0048478, GO:0043967, GO:0002020, GO:0032465, GO:0010484, GO:0003697, GO:0042802, GO:0042127, GO:0070200, GO:0051298, GO:0043966, GO:0006281, GO:0030141, GO:0007584, GO:0010778, GO:0006289, GO:0006974, GO:0007283, GO:0045893, GO:0030097, GO:0051598, GO:0006978, GO:0010165, GO:0007420, GO:0032991, GO:0007569, GO:0042771, GO:0031619, GO:0001833, GO:0030879, GO:0033600, GO:0006355, GO:0043150, GO:0005515, GO:0043015, GO:0005829","GO:0032482, GO:0006886, GO:0003924, GO:0012505, GO:0005525"
311,O60934,Q8IW50,NBN,FAM219A,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0001832, GO:0033674, GO:0031954, GO:0016233, GO:0045190, GO:0097193, GO:0030174, GO:0042405, GO:0090737, GO:0000723, GO:0016605, GO:0006303, GO:0006302, GO:0050885, GO:0000724, GO:0005634, GO:0008283, GO:0005654, GO:0005657, GO:0006260, GO:0030870, GO:0008134, GO:0005730, GO:0030330, GO:1904354, GO:0004003, GO:0032508, GO:0031860, GO:0007050, GO:0051321, GO:0006281, GO:0042770, GO:0090656, GO:0006974, GO:0000077, GO:0047485, GO:0035861, GO:0005829, GO:0032206, GO:0003684, GO:0005515, GO:0007095, GO:0007093, GO:0000729, GO:0000784",
312,O60216,P04114,RAD21,APOB,"affinity chromatography technology, anti tag coimmunoprecipitation","22145905, 26496610",2,"biogrid, intact",exp,"GO:0045841, GO:0071168, GO:0044877, GO:0008278, GO:0051301, GO:0007062, GO:0006302, GO:0016020, GO:0005654, GO:0006366, GO:0016363, GO:0005694, GO:0045876, GO:0030893, GO:0006281, GO:0006915, GO:0006974, GO:0010972, GO:0007059, GO:0007131, GO:0000775, GO:0006310, GO:0000798, GO:0005829, GO:0001228, GO:0006357, GO:0045944, GO:0005515, GO:0000785, GO:0003682","GO:0030301, GO:0034374, GO:0034359, GO:0042627, GO:0034371, GO:0034361, GO:0005788, GO:0005789, GO:0009791, GO:0061024, GO:0050900, GO:0010628, GO:0032496, GO:0042159, GO:0001523, GO:0010008, GO:0005737, GO:0044267, GO:0032355, GO:0043202, GO:0005615, GO:0071682, GO:0071356, GO:0009615, GO:0048844, GO:0005543, GO:0030669, GO:0005576, GO:0042158, GO:0002224, GO:0031904, GO:0043025, GO:0030317, GO:0034360, GO:0070971, GO:0034362, GO:0034363, GO:0006642, GO:0005790, GO:0043687, GO:0010744, GO:0007283, GO:0001701, GO:0034447, GO:0034379, GO:0005886, GO:0042632, GO:0034378, GO:0008201, GO:0008203, GO:0050750, GO:0035473, GO:0009743, GO:0007399, GO:0006898, GO:0034382, GO:0070062, GO:0005829, GO:0034383, GO:0009566, GO:0043231, GO:0010886, GO:0019433, GO:0010884, GO:0045540, GO:0005515, GO:0017127, GO:0071379, GO:0042953, GO:0005769, GO:0010269, GO:0033344"
313,P07602,P38398,PSAP,BRCA1,two hybrid,"11313879, 22990118",2,"bci, biogrid, hprd",exp,"GO:0006869, GO:0060736, GO:0008047, GO:0035577, GO:0043085, GO:0043202, GO:0005615, GO:0002576, GO:0005543, GO:1903206, GO:0071310, GO:0004565, GO:0006687, GO:0010506, GO:0042803, GO:0019216, GO:0008289, GO:0043410, GO:0060742, GO:0062023, GO:0005886, GO:0070062, GO:0043231, GO:0007186, GO:0043312, GO:0005764, GO:0005765, GO:0005576, GO:0005515, GO:1905573, GO:1905572, GO:0007193, GO:1905577, GO:1905576, GO:1905575, GO:1905574","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893"
314,O95968,Q9UGP5,SCGB1D1,POLL,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0046982, GO:0005615","GO:0006287, GO:0003887, GO:0006303, GO:0006281, GO:0005634, GO:0000724, GO:0006289, GO:0005654, GO:0006974, GO:0006260, GO:0003677, GO:0046872, GO:0051575, GO:0071897, GO:0016446"
315,A7E2V4,Q96SD1,ZSWIM8,DCLRE1C,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0031462, GO:0008270, GO:1902667","GO:0000014, GO:0031848, GO:0008409, GO:0006303, GO:0005794, GO:0004519, GO:0030183, GO:0036297, GO:0006974, GO:0090305, GO:0033151, GO:0000784, GO:0005515, GO:0035312, GO:0010212, GO:0006281, GO:0070419, GO:0005654, GO:0003684, GO:0002250"
316,Q13426,Q1L5Z9,XRCC4,LONRF2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0032807, GO:0008022, GO:0051103, GO:0003677, GO:0010165, GO:0006303, GO:0006302, GO:0075713, GO:0005634, GO:0005654, GO:0042802, GO:0070419, GO:0006281, GO:0006974, GO:0000793, GO:0005958, GO:0016874, GO:0006310, GO:0071285, GO:0005829, GO:0051351, GO:0005515","GO:0031624, GO:0032436, GO:0005622, GO:0046872, GO:0061630, GO:0000209"
317,P05067,Q9UGP5,APP,POLL,pull down,"21244100, 21832049",2,biogrid,exp,"GO:1990535, GO:0007409, GO:0007617, GO:0007612, GO:0016358, GO:0005788, GO:0007611, GO:0031594, GO:0030111, GO:0050808, GO:0051563, GO:1905598, GO:0090647, GO:0007219, GO:0016021, GO:0002265, GO:0006979, GO:0045665, GO:0031904, GO:0005794, GO:0005796, GO:0005791, GO:0005790, GO:0007176, GO:0010971, GO:0006378, GO:0010800, GO:0043235, GO:0042327, GO:1900273, GO:1900272, GO:0050730, GO:0005829, GO:0071320, GO:0016199, GO:0010468, GO:0030198, GO:1902004, GO:0032640, GO:0010629, GO:0010628, GO:0003677, GO:0048169, GO:1990812, GO:0044267, GO:0032092, GO:0046914, GO:0008088, GO:0001967, GO:2000406, GO:2000310, GO:0048471, GO:0007186, GO:0007626, GO:0035253, GO:0071874, GO:0051233, GO:1990761, GO:0014005, GO:0006897, GO:0050885, GO:0005641, GO:0150003, GO:0051124, GO:0050803, GO:0048143, GO:0019899, GO:0010951, GO:0005905, GO:0008542, GO:0005737, GO:0045177, GO:0031093, GO:0051247, GO:1904646, GO:1903980, GO:0042802, GO:0008285, GO:0010288, GO:0035235, GO:0043687, GO:0009987, GO:0016322, GO:0032588, GO:0005911, GO:0004867, GO:0051425, GO:0008201, GO:0008203, GO:0051092, GO:0051091, GO:0061890, GO:0098815, GO:0097449, GO:0045944, GO:0005515, GO:0005102, GO:0070374, GO:1990090, GO:0033138, GO:0031175, GO:1901224, GO:0045202, GO:0030134, GO:0006878, GO:0044304, GO:0005615, GO:0002576, GO:0030424, GO:0009986, GO:0045931, GO:0006468, GO:0045087, GO:0048669, GO:0016504, GO:0051402, GO:0005887, GO:0005886, GO:0007155, GO:1990000, GO:0010952, GO:0008344, GO:0070062, GO:0040014, GO:0043197, GO:0070851, GO:0043198, GO:0045121, GO:0046330, GO:0005576, GO:0030900, GO:0006417, GO:1905908, GO:0005768, GO:0001934","GO:0006287, GO:0003887, GO:0006303, GO:0006281, GO:0005634, GO:0000724, GO:0006289, GO:0005654, GO:0006974, GO:0006260, GO:0003677, GO:0046872, GO:0051575, GO:0071897, GO:0016446"
318,P54646,Q96SD1,PRKAA2,DCLRE1C,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006633, GO:0047322, GO:0016239, GO:0071380, GO:0016236, GO:0030425, GO:0030424, GO:0042593, GO:0010629, GO:0035690, GO:0007165, GO:0035556, GO:1903829, GO:0016607, GO:0014850, GO:0004674, GO:0005634, GO:0003682, GO:0005654, GO:0048511, GO:0010508, GO:0043066, GO:0004712, GO:1904428, GO:0004672, GO:0046872, GO:0004679, GO:0016241, GO:0006351, GO:0005794, GO:0006468, GO:0031588, GO:0005515, GO:0035174, GO:0071333, GO:0071277, GO:0007050, GO:0032007, GO:0042752, GO:0042149, GO:0034599, GO:0042304, GO:0008610, GO:0010494, GO:0031669, GO:0055089, GO:0043025, GO:0005829, GO:0016055, GO:0050405, GO:0005737, GO:0006355, GO:0097009, GO:0006695, GO:0005524, GO:0045821, GO:2000758, GO:0070507","GO:0000014, GO:0031848, GO:0008409, GO:0006303, GO:0005794, GO:0004519, GO:0030183, GO:0036297, GO:0006974, GO:0090305, GO:0033151, GO:0000784, GO:0005515, GO:0035312, GO:0010212, GO:0006281, GO:0070419, GO:0005654, GO:0003684, GO:0002250"
319,P35251,P49746,RFC1,THBS3,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006297, GO:0006296, GO:0019985, GO:0042769, GO:0008047, GO:0003677, GO:0043085, GO:0007004, GO:0005737, GO:0043565, GO:0042276, GO:0000122, GO:0005634, GO:0033683, GO:0005654, GO:0006261, GO:0003690, GO:0005524, GO:0006283, GO:0006281, GO:0006974, GO:0019904, GO:0070062, GO:0005730, GO:0032201, GO:0070987, GO:0003689, GO:0005663, GO:0006351, GO:0005515, GO:0045893","GO:0060346, GO:0043931, GO:0007160, GO:0005576, GO:0005509, GO:0048471, GO:0003417, GO:0008201"
320,P19784,Q01831,CSNK2A2,XPC,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:2001234, GO:0018105, GO:0001669, GO:0021987, GO:0007049, GO:0031519, GO:0005634, GO:2000059, GO:0005654, GO:0004674, GO:1901796, GO:1905818, GO:0005524, GO:0006915, GO:1903955, GO:0005886, GO:0047485, GO:0097421, GO:0005829, GO:0016055, GO:0007283, GO:0006355, GO:0006351, GO:0005515, GO:0000785, GO:1903146","GO:0006294, GO:0006298, GO:0070914, GO:0071942, GO:0070911, GO:0005737, GO:0031573, GO:0005730, GO:0005634, GO:0005739, GO:0005654, GO:0010996, GO:0003697, GO:0006281, GO:0006289, GO:0006974, GO:0005886, GO:0000111, GO:0010224, GO:0043231, GO:0000404, GO:0000405, GO:0042493, GO:0000715, GO:0005515, GO:0003684, GO:1901990"
321,Q8WWY8,Q9UPV0,LIPH,CEP164,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006654, GO:0005615, GO:0052689, GO:0016042, GO:0005886, GO:0004620, GO:0008201","GO:0005737, GO:0005794, GO:0005615, GO:0060271, GO:0006281, GO:0000086, GO:0005813, GO:0005829, GO:0005814, GO:0043231, GO:0005654, GO:0006974, GO:0005515, GO:0097539, GO:0010389, GO:0051301, GO:0097711"
323,Q15648,Q9UGP5,MED1,POLL,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0007595, GO:0030224, GO:0030518, GO:0016592, GO:0035855, GO:0097067, GO:0001892, GO:0016020, GO:0003713, GO:0003712, GO:0045665, GO:0030216, GO:0031100, GO:0033148, GO:0046966, GO:2001141, GO:0000151, GO:0016567, GO:0003406, GO:0006590, GO:0035162, GO:0010628, GO:0000785, GO:0000902, GO:0045648, GO:0005654, GO:0006367, GO:0045618, GO:0000981, GO:2000273, GO:0033601, GO:0035257, GO:0030375, GO:0030374, GO:0007420, GO:0000122, GO:0006356, GO:0006357, GO:0070562, GO:0000978, GO:0000979, GO:0031490, GO:0038023, GO:0060750, GO:0003222, GO:0005730, GO:0005634, GO:0042809, GO:0048822, GO:0033160, GO:0008134, GO:0001104, GO:0048821, GO:0060745, GO:0060744, GO:0016922, GO:0010839, GO:0071364, GO:0036033, GO:0035050, GO:0045944, GO:0005515, GO:0003682, GO:0070371, GO:0070318, GO:2000347, GO:0071383, GO:0035357, GO:0001889, GO:0002088, GO:0045444, GO:0001525, GO:0030521, GO:0043066, GO:0042789, GO:0035729, GO:0006702, GO:0030331, GO:0019216, GO:0050693, GO:0035116, GO:0001047, GO:0060335, GO:0002154, GO:0061630, GO:0032993, GO:0051726, GO:0042974, GO:0042975, GO:0045893","GO:0006287, GO:0003887, GO:0006303, GO:0006281, GO:0005634, GO:0000724, GO:0006289, GO:0005654, GO:0006974, GO:0006260, GO:0003677, GO:0046872, GO:0051575, GO:0071897, GO:0016446"
324,P54725,Q15654,RAD23A,TRIP6,"two hybrid, two hybrid array, two hybrid prey pooling approach, validated two hybrid","21516116, 25416956",2,"biogrid, intact",exp,"GO:0032436, GO:0032434, GO:0031593, GO:0005737, GO:0045787, GO:0000502, GO:0043161, GO:0005634, GO:1990381, GO:0045070, GO:0005815, GO:0005654, GO:0016579, GO:0003697, GO:0016032, GO:0006281, GO:0006289, GO:0006974, GO:0019900, GO:0031648, GO:0070628, GO:0032991, GO:0043231, GO:0005829, GO:0043130, GO:0005515, GO:0003684","GO:0005856, GO:0030335, GO:0005925, GO:0005149, GO:0046966, GO:0005634, GO:0006355, GO:0019900, GO:1901224, GO:0045323, GO:0003723, GO:0005515, GO:0048041, GO:0005886, GO:0046872, GO:0005829, GO:0006351"
327,O14727,Q8N8Q3,APAF1,ENDOV,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:2001235, GO:0031072, GO:0030154, GO:0070317, GO:0097193, GO:1904813, GO:0001666, GO:0042981, GO:0034774, GO:0070062, GO:0005634, GO:0034349, GO:0051260, GO:0000166, GO:0043065, GO:0007568, GO:0001843, GO:0005524, GO:0006919, GO:0007584, GO:0006915, GO:0051402, GO:0043531, GO:0010659, GO:0032991, GO:1902510, GO:0008635, GO:0072432, GO:0008656, GO:0007399, GO:0070059, GO:0005829, GO:0043312, GO:0071560, GO:0005576, GO:0030900, GO:0042802, GO:0005515, GO:0043293","GO:0005737, GO:0090502, GO:0006281, GO:0000287, GO:0006974, GO:0003727, GO:0016891, GO:0003677, GO:0016888, GO:0005730"
329,P49916,Q96HJ9,LIG3,FMC1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006297, GO:0033151, GO:0051103, GO:0008270, GO:0003677, GO:0007049, GO:0005737, GO:0006302, GO:0000724, GO:0005634, GO:0005739, GO:0005654, GO:0051301, GO:0005524, GO:0006283, GO:0006281, GO:0006288, GO:0006974, GO:0003909, GO:0006273, GO:0090298, GO:0005515, GO:0071897, GO:0003910","GO:0033615, GO:0050995, GO:0061469, GO:0005515, GO:0005739"
330,P01036,Q9UGP5,CST4,POLL,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005615, GO:0001580, GO:0004869, GO:0045861, GO:0001895, GO:0070062","GO:0006287, GO:0003887, GO:0006303, GO:0006281, GO:0005634, GO:0000724, GO:0006289, GO:0005654, GO:0006974, GO:0006260, GO:0003677, GO:0046872, GO:0051575, GO:0071897, GO:0016446"
332,Q0VG06,Q6UX06,FAAP100,OLFM4,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0045111, GO:0006281, GO:0005829, GO:0036297, GO:0006974, GO:0005515, GO:0003677, GO:0043240","GO:0045296, GO:0042981, GO:0050764, GO:0070062, GO:1900026, GO:0051260, GO:0005739, GO:0035580, GO:0048471, GO:0042803, GO:1904724, GO:0010939, GO:0030141, GO:0042581, GO:0003824, GO:0042582, GO:0005886, GO:0007155, GO:0005615, GO:0043312, GO:2000389, GO:0005576, GO:0005515"
333,Q02383,Q9UGP5,SEMG2,POLL,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0070062, GO:0050817, GO:0019731, GO:0005615, GO:0005634, GO:0051291, GO:1901318, GO:0005515, GO:0002020, GO:0046872, GO:0048240, GO:1900005","GO:0006287, GO:0003887, GO:0006303, GO:0006281, GO:0005634, GO:0000724, GO:0006289, GO:0005654, GO:0006974, GO:0006260, GO:0003677, GO:0046872, GO:0051575, GO:0071897, GO:0016446"
336,Q9BRK5,Q9UQE7,SDF4,SMC3,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005737, GO:0005794, GO:0005796, GO:0032059, GO:0070625, GO:0070062, GO:0005770, GO:0045471, GO:0017156, GO:0005509, GO:0005886, GO:0009650, GO:0045444, GO:0016020, GO:0021549, GO:0042802, GO:0005783","GO:0048487, GO:0000785, GO:0000800, GO:0008278, GO:0051301, GO:0000278, GO:0051321, GO:0070840, GO:0005634, GO:0003682, GO:0097431, GO:0005654, GO:0016363, GO:0005694, GO:0005524, GO:0030893, GO:0006281, GO:0006974, GO:0032876, GO:0034991, GO:0051702, GO:0007062, GO:0000775, GO:0019827, GO:0005604, GO:0036033, GO:0005829, GO:1901673, GO:0006275, GO:0005622, GO:0044791, GO:0003777, GO:0005515, GO:0046982"
338,O43543,Q5TEU4,XRCC2,NDUFAF5,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0033063, GO:2000269, GO:0043524, GO:0035264, GO:0005737, GO:0010165, GO:0001701, GO:0051321, GO:0000724, GO:0005813, GO:0010332, GO:0050769, GO:0005654, GO:0005657, GO:0005524, GO:0000278, GO:0006281, GO:0006974, GO:0042148, GO:0001756, GO:0000400, GO:0043231, GO:0007098, GO:0005515","GO:0032981, GO:0005739, GO:0030961, GO:0005743, GO:0031314, GO:0003674, GO:0005515, GO:0008168, GO:0032259, GO:0055114, GO:0016491"
341,P15173,P40692,MYOG,MLH1,"two hybrid, two hybrid array, two hybrid bait and prey pooling approach, two hybrid prey pooling approach, validated two hybrid","25416956, 25910212",2,"biogrid, intact",exp,"GO:0071158, GO:0014873, GO:0014878, GO:0001228, GO:0031490, GO:0001503, GO:0043403, GO:1903862, GO:0045445, GO:0070888, GO:0007049, GO:0043565, GO:1901739, GO:0071356, GO:0005634, GO:0007519, GO:0005654, GO:0048741, GO:0014891, GO:0045663, GO:0035914, GO:0042789, GO:0014842, GO:0000981, GO:1901741, GO:0008285, GO:0005515, GO:0071392, GO:0071259, GO:0014732, GO:0001047, GO:0010831, GO:0071363, GO:0042693, GO:0009629, GO:0014737, GO:0071285, GO:0032993, GO:0003700, GO:0003705, GO:0048743, GO:0071300, GO:0051149, GO:0001077, GO:0045944, GO:0000977, GO:0005667, GO:0045820, GO:0000978, GO:0046982, GO:0014894","GO:0032389, GO:0045190, GO:0006298, GO:0016887, GO:0007060, GO:0048304, GO:0006303, GO:0000289, GO:0005715, GO:0005634, GO:0016020, GO:0007129, GO:0005712, GO:0005654, GO:0043060, GO:0045950, GO:0032137, GO:0048477, GO:0003697, GO:0005524, GO:0048298, GO:0006281, GO:0016321, GO:0006974, GO:0007283, GO:0000795, GO:0045141, GO:0001673, GO:0008630, GO:0000712, GO:0032407, GO:0051257, GO:0032300, GO:0005515, GO:0003682, GO:0016446"
344,O96017,Q00005,CHEK2,PPP2R2B,two hybrid,"15380617, 16596250",2,"biogrid, hprd",exp,"GO:0006351, GO:1903416, GO:0071480, GO:0000086, GO:0050821, GO:0042176, GO:0090307, GO:0042981, GO:0046777, GO:0051301, GO:0005737, GO:0016605, GO:1903926, GO:0006302, GO:0005634, GO:0072428, GO:0005654, GO:0004674, GO:1901796, GO:0046872, GO:0005524, GO:0042803, GO:0005794, GO:0006468, GO:2000210, GO:0006281, GO:0016301, GO:0006974, GO:0006975, GO:0006977, GO:0045893, GO:0044257, GO:0001302, GO:0006978, GO:0042770, GO:0042771, GO:0000781, GO:0031625, GO:0000077, GO:0008630, GO:0005515, GO:0090399, GO:0006355, GO:0044773, GO:0042802, GO:2000002, GO:0071157, GO:0001934, GO:0019901","GO:0005856, GO:0032502, GO:0000278, GO:0070262, GO:0005829, GO:0006915, GO:0004722, GO:0005739, GO:0000159, GO:0005741, GO:0005515, GO:0043666"
345,Q0VG06,Q13190,FAAP100,STX5,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0045111, GO:0006281, GO:0005829, GO:0036297, GO:0006974, GO:0005515, GO:0003677, GO:0043240","GO:0048208, GO:1903358, GO:0006906, GO:0033116, GO:0005789, GO:0005484, GO:0031201, GO:0012507, GO:0006888, GO:0031982, GO:0016021, GO:0006886, GO:0005794, GO:0048278, GO:0012505, GO:0042147, GO:0000149, GO:0034498, GO:0047485, GO:0005829, GO:0045296, GO:0000139, GO:0048280, GO:0045732, GO:0005515, GO:0090166"
346,P53611,Q6UWZ7,RABGGTB,ABRAXAS1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0018342, GO:0018344, GO:0004659, GO:0005829, GO:0007601, GO:0017137, GO:0006464, GO:0008270, GO:0004663, GO:0005515, GO:0005886, GO:0042981, GO:0043687, GO:0005968","GO:0072425, GO:0005654, GO:0016604, GO:0006303, GO:0006302, GO:0006281, GO:0006325, GO:0005634, GO:0006974, GO:0005515, GO:0031593, GO:0070531, GO:0010212, GO:0045739, GO:0016579"
347,Q5T6V5,Q9UGP5,C9orf64,POLL,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005575, GO:0003674, GO:0008150, GO:0101030","GO:0006287, GO:0003887, GO:0006303, GO:0006281, GO:0005634, GO:0000724, GO:0006289, GO:0005654, GO:0006974, GO:0006260, GO:0003677, GO:0046872, GO:0051575, GO:0071897, GO:0016446"
348,Q0VG06,Q8TD55,FAAP100,PLEKHO2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0045111, GO:0006281, GO:0005829, GO:0036297, GO:0006974, GO:0005515, GO:0003677, GO:0043240","GO:1904813, GO:0005576, GO:0043312"
